smiles,gap
CC1OC23CC12OCC3,0.2815
CC1C2COC(=N)CC12,0.2793
CC12CC3CC(OC1)C23,0.3172
CC12NC3C1NC(=O)C23,0.2358
Cc1c(cc[nH]1)CC#C,0.2364
N=C1OC2CC1C=CC2,0.2517
CC1=C(C)C=NC(=N)O1,0.1594
CC1(CC=C(C1)C=O)C,0.1941
Cc1c(ocn1)C(=O)N,0.213
CC(=N)OC1CCC=C1,0.262
C1CC1OC(=O)NC=N,0.253
CCC12NC1(C)C1OC21,0.3145
C1OCC#CCN=CO1,0.2409
CC12CN1C1CC21,0.2935
CC1(OCC1C#C)C#N,0.275
C1C2C=CC3=C2N1N=N3,0.174
O=CCOC1CC2OC12,0.2269
C#Cc1[nH]cc(n1)CO,0.1997
CCC(O)CCC(N)=O,0.2801
CNC=Nc1ncon1,0.21
COC1COC(C)C1,0.3188
CC1(CC(O)C1)C1CC1,0.3301
C#CCN=C1COCO1,0.262
OCC(C=O)C1CCO1,0.2218
OC12CCC1C(=O)OC2,0.2698
C#CC1C2OC2C11CO1,0.2839
CC12NC1C(C)(C)C2=O,0.2153
CC1C2CN2CC11CO1,0.3093
C1CC2C3C=CC2C13,0.2321
CC1(CC#N)CCC1O,0.3029
c1c2n(c(=O)[nH]1)CC=C2,0.1629
CCC1COC(C)=N1,0.2693
COC1CC1(O)CO,0.3008
C#Cc1ccc(nc1)O,0.1958
CN=CN(C)C(=O)CO,0.2295
OCC(O)C(O)CC=O,0.2309
CC(C#N)C1(CC1)C#N,0.3121
C#CC1CC2CCC1C2,0.307
CC1C2OC(=O)C12CO,0.2711
O=CC1C=CCN2CC12,0.2077
COc1c(cno1)C#C,0.2159
C1COc2n1nnc2N,0.2077
C1C23COC12CC=CC3,0.2479
OCC1COC1C1CN1,0.3098
COCC1C(CO)N1C,0.2869
NC1(CC1CC#C)C#N,0.2861
N=C1ON=NC(C=O)=C1,0.1481
C1CC1C1(CN1)C1CN1,0.2964
CC1C(CC1=O)NC=O,0.2143
CCCC1(C)CCC1=O,0.216
CCCc1ncccn1,0.2086
NC(=O)C12CC1OCC2,0.2648
CCC1CCC(O)CC1,0.3184
CC1=CCCN(C1)C=O,0.257
CCC(C)(C)C(C)O,0.3275
O=CC1CN=CO1,0.2187
C#CC1OC2CC1C=C2,0.2493
CC1(CCC1)C2(CC2)C,0.3347
OC1(CC1C#C)C=O,0.2006
CN1CC1C1(O)CC1O,0.2828
CCCCC1COC1C,0.3222
CC1OC(C)C(C)C=C1,0.2636
N=C1CC(=O)C(N1)C#N,0.2018
c1cnnc(n1)N,0.1667
COC(=O)C1CC(O)C1,0.2447
CCC1C(C1(C)C)(C)C,0.3224
CC1CN=C(CO)O1,0.2757
OC1C2CC(O)C12C#N,0.2788
CCOC12CN(C1)C2C,0.3215
CC(C#C)C#CC1CN1,0.2629
CCn1c(cc(n1)O)C,0.2375
O=C1OC2C3CCN1C23,0.2777
O=C1C2OC2C1CC#C,0.211
O=CC12CC1C=CCC2,0.2168
O=C1CNC2(CC12)C#C,0.1939
CCC(CCO)C#N,0.3068
c1c2c(nno2)no1,0.1734
C1C2OC3(CN4CC34)C12,0.3047
CC1(O)CC2OC3C2C13,0.3083
CC1(CN1)C#N,0.2969
CC1C2CN2C(=O)C1O,0.2376
CC1(C#N)C2OC1C=C2,0.2338
c1c(nc(c(=O)o1)F)N,0.1428
Cc1cnnoc1=O,0.1744
CC1(CCO)CC(O)C1,0.3274
CC12OCC1C1CC21O,0.306
NC(=O)C1C2CCN12,0.2459
C1C2C=CC11OCOC21,0.2343
CCC1OC(CC)C1O,0.3022
CN1CCC(=O)CC1=O,0.2189
CC(C1CO1)C(=O)C=O,0.1516
c1cc(c(nc1)C=O)O,0.1768
CNC12COC1C2O,0.2645
CCC(=NC)NC=O,0.2306
CCC1OC(=O)NC1C,0.3128
C1CC2OC=NC2C1,0.2707
CC1CC2(C1)OCC2C,0.3065
CCCC(F)(F)F,0.4306
CCc1coc(n1)CN,0.243
CC12C3C=CC1C1C3N21,0.2437
CC(O)C1=C(C)N=NO1,0.2241
OC1C2C3C=CC2C13O,0.2255
OCC1CC(=O)O1,0.2821
O1C2C3C4C1C1C2C3C41,0.3173
CC1C2OC(C#N)C12O,0.249
c1c(c(c[nH]1)O)C(=O)N,0.1851
O=CC1COC2COC12,0.2283
CC1C2C3C=CC2C13C,0.2253
COC1C=CC2OCC12,0.2437
CC(O)C(=O)C1(O)CC1,0.2267
c1c(c[nH]c1N)C(=O)N,0.2018
C1CC12C(=O)OCO2,0.2609
OC1COC2(CC12)C=O,0.2252
CCC1=CC(=N)NN=C1,0.1598
CCn1c(=O)cccn1,0.1724
CC(C)C1N2CC1(O)C2,0.3089
Cc1ccc(nc1O)N,0.1966
CC1OC(=O)CC1C=O,0.2215
CC(C)C1CC11CCO1,0.2963
Cc1cc(c([nH]1)N)O,0.2273
C1OC2CN3C=NCC123,0.2376
Cc1ccoc1CC#N,0.2334
CC1OC2CC3CCC123,0.3092
CC1(O)C2C3C1CCN23,0.2997
O=CC1OC1C=O,0.1942
O=C1CC2(NC12)C1CC1,0.2168
C1C2N1CC1=NON=C21,0.2096
OC1C=CCNC1C#N,0.2479
OCC1CCOC=N1,0.2629
COC1OCC=CC1C,0.2665
ON=C1C2C3C1CC23O,0.2487
CC1C2CCOCC1O2,0.3194
OC1COC(=O)C=C1,0.2155
CC(C#N)C1=NC=CO1,0.2422
OC1C2C3CCC1C23O,0.2989
[NH3+]C1(CC1)C([O-])=O,0.2701
CC1COC1C#CC#C,0.2167
COC(C1CN1)C(N)=O,0.2535
C#CCn1cnoc1=O,0.2482
CC1OC2(C#C)C(O)C12,0.2447
CC1(C)C=CC2COC12,0.26
CCC1OCC2(C)CC12,0.3376
N#CC1NC1CC1CC1,0.2857
C1CC1C(C=O)C2CC2,0.2229
OC1C2NC2C(=O)C1O,0.2029
CC(CO)CC#CC=O,0.2054
CC1CCC(O1)C1CO1,0.3271
CCC(=O)C#CCC#C,0.2088
CCC1CCOC1=N,0.2844
CC12COC1C(=O)C2O,0.1913
CC1NC1C(=O)CO,0.2274
CC1C2C1C1=CC=CN21,0.2207
O=C1CNC2CCC=C12,0.1751
CC1C2CC2NCC1=O,0.2092
C1C2OC2C2=NC=CN12,0.2308
C1C=C(NC(=O)O1)CO,0.2212
C1C2NC22CCCC=C12,0.2486
O=C1C=CNC2CC12,0.1852
CC1OCC2CCC12O,0.3124
CCC12CC1OCOC2,0.3284
CCCC(=O)COCC,0.2342
CC1(O)C(O)C11CCC1,0.2935
CC12CC(CO1)N=CO2,0.2691
Cc1ccc([nH]1)OC,0.2343
O=C1C2CCCCC1O2,0.2225
CC1CCC=CC2NC12,0.2341
OC1(CNC(=O)C1)C#C,0.2652
c1c2c(on1)OCOC2,0.233
COC(CC(C)=O)C#C,0.2324
OC12CC1CC1CC21O,0.2938
CC1CC(=O)NC1=N,0.2496
CCNC(=NC)C(=O)C,0.1624
C#CCOc1cnoc1,0.2269
CC1CC(CO)=CC1O,0.2566
COc1c([nH]nc1O)O,0.2523
CCCOC12CC(C1)C2,0.3385
OCC(CCC=O)C#C,0.2286
CC1=NC(=N)N=C(F)N1,0.2067
N=C1OCC2(CC2)CO1,0.2979
CC12C3C4C3C1(C)N24,0.2825
CC12CC3C(C(O)C1)N23,0.2977
C1C=CC(=O)N1C=O,0.1942
CCC1CC(=O)C1C=O,0.2095
c1nc(=O)nc2n1CC2,0.2019
CC1CC23CC(OC2)C13,0.2944
CC1(C=O)C2CN=CN12,0.2075
CC(C)N(C)C(=O)C#C,0.2189
c1cnn2c1ncnc2,0.1781
CC1=C(NC=N1)C1CN1,0.2424
CCC(C)(C)C1CC1O,0.3262
CC1(O)CC2CC12C#N,0.2846
Cc1cn(cc1O)C=O,0.1832
O=CC12CN1C(=O)OC2,0.2233
CN1C=NC(=N)N=C1C,0.1918
N#CC12CN3C(C=C1)C23,0.2286
C1CC1N=COCC#N,0.2438
OC12C=CC3OC1C23O,0.2168
CC1(CO)CC2OCC12,0.3069
CC1=CC2OC3C(C1)C23,0.2265
OC1CC=C2COC12,0.2425
CC12CCCC1O2,0.3443
CCC12OCOC1C2C,0.3241
COC(C)C1(CO)CN1,0.3104
CCOCCC1(CC1)C,0.3332
COC1CC1CC1CO1,0.3253
N#CC1C2C1C1OCC21,0.2884
N=C(C#C)N1CCC1=O,0.214
NC1=NN2CC(O)C2=C1,0.2185
N=C1OC2CC2(O1)C#N,0.2584
COC(=O)CC1NC1C,0.2643
C1OC2C=CCN3C1C23,0.2321
O=C1C2C3CC1OCC23,0.2113
CN1C=CC(=N)NC1=O,0.1965
C1OC11CN2CC=CC12,0.2305
CC1(C)CC(C#N)C1=O,0.2172
[NH3+]C1CC2C1C2C([O-])=O,0.1222
CC1(CN1CC#C)C#C,0.2629
CC12CCC1(CCO)O2,0.3186
CCn1ccc(c1C)C,0.2371
CC12OC3C1OC23C,0.303
CC1OCCOCC1=O,0.2122
OC1(CC#C)COC1=O,0.2564
CC(O)CC#CC1CN1,0.2681
C#CC#CCCCC#N,0.2293
CC1CC2(CCO2)C=C1,0.2496
[NH3+]CC1=COC([O-])=C1O,0.11
CC1C2CC(=O)C12CO,0.2274
C1CC2C3OC3C12,0.3253
COc1nc(co1)C#C,0.2084
OCC1=CCC2(CN2)C1,0.2604
N=C1NC(=O)OC1C#C,0.2648
c1cncc(c1N)F,0.2204
OC12CCC1CC(=O)C2,0.2216
CC(=NO)C1(CC1)OC,0.2432
CC12CCCC1(O)CO2,0.3092
OC1(CCC(=O)C1)C=O,0.2021
NC(=O)C(N)(C#C)C#N,0.2492
C1CN2C3C4C1C4C23,0.2842
CCC1(CC1)C1CC1C,0.3271
CNC(=O)C(OC)C#N,0.2506
CC1COC(C)C1C#N,0.2975
CC1=NNC(=N)C=C1F,0.1609
COC1C(O)C1(N)C#N,0.2652
CC1CN2C1C2(C)C=O,0.217
CN1C2CCC11COC21,0.2686
CC1C2CCCCC12O,0.3175
CC12CC3(O)C1C(O)C23,0.3296
CCC1NC(C#N)C1=O,0.2178
CCOCC(=O)OC,0.2779
N=COC1CC=CCO1,0.2673
CCC1C2CCC1C=C2,0.2573
CC1CC=C(C1)C(C)=O,0.1939
CC1(C)OCC(=N)O1,0.2899
Cn1c2c(nn1)CCN2,0.2175
CC1OCOCC2OC12,0.3435
C1C2C3C4CCC13N24,0.321
C#CC1C2CN1C2,0.2571
OC(C=O)C(=O)CC#N,0.2055
Cc1c(nn(c1O)C)N,0.2399
CC(O)(CCO)CC#C,0.2988
CCNC=[NH+]CC([O-])=O,0.2404
CC12NC1C(CO)C2O,0.2977
c1c(n[nH]c1N)C(=O)N,0.2113
CC1C2C(O)C3CC3N12,0.2726
CCC(CO)C1OC1C,0.3225
N=C1OCC1CC1CC1,0.2894
c1c2c(on1)NCC=C2,0.1799
CCC1=NOC(=N)N=C1,0.1607
CCCC1C2OCOC12,0.3322
CC(=O)C1(C)CCCO1,0.2156
CC#CC1CCOCO1,0.2867
COC(=O)C1CC1(C)C,0.278
CN1CC2OC3C2C13C,0.2792
C1CC2C3C=CC2C3C1,0.2379
CC(=NO)C1CC(O)C1,0.2399
c1(c(n[nH]c(=O)n1)F)N,0.1831
OCC1C2N1CC2=NO,0.231
N#CC#CC1C2CCC12,0.2268
CN=c1cncccn1,0.1602
N=C1CNCC(O1)C#C,0.2587
C1CC1C2CC3(C2)CC3,0.3435
C1CC2(O1)C1CC2O1,0.3109
CC(CO)COC(C)=N,0.2935
CCC1CC1C#C,0.291
CC(=N)Nc1ccco1,0.2097
C1C2OC3C=CC2OC13,0.2285
CCC1(C)OC2C(C)C12,0.3111
c1[nH]nc(n1)N2CC2,0.2329
CCC#CC1C2CN1C2,0.2583
N#CC12CN1CC2,0.2591
O=C1C2NCC3OC2C13,0.1972
c1c(c(c(=O)on1)O)N,0.1642
CC12C3CN4C(CN13)C24,0.3005
CC1C2C(CC12C)=NO,0.2428
O=CC1(CN1)C1CO1,0.2196
Cc1c([nH]c(n1)C)O,0.2347
C1CC1C1C2C3CN2C13,0.3137
CC1=NNC(=N)C(C)=N1,0.1592
C#CC12CC3CC1C2O3,0.2756
NC1=CNC(=N)N1C=O,0.1764
N#CC1(COC1)C1CN1,0.2783
Cc1c(n(cn1)C)C=O,0.1859
OC1=C(NC=N1)C1CN1,0.2196
Cc1c(cn[nH]1)N,0.2276
COc1cc(=O)nco1,0.2086
OCC1(O)CC(=O)C=C1,0.1926
CCC1NC1CO,0.3185
O=CC1CC2(CN12)C=O,0.2047
Cc1nc(no1)C(=N)N,0.201
C1C2NC2C2=C1ON=C2,0.23
CC(=O)C(=N)OC1CC1,0.1952
CCC12C3C4OC1C4N23,0.3034
CC(C)OC(=O)C,0.2846
CC1(C)NC1(C)C1CN1,0.3092
CNC1=NC(=N)C=NO1,0.1798
C1OC1C1=CNN=C1,0.2528
C(C#CC(CO)CO)O,0.276
c1c[nH]c(c1N)C2CC2,0.2211
COC1C2OC2C11CN1,0.3102
OC1C2OC2CC1C=O,0.2304
CC1(O)COCC1CO,0.3072
CCCC1C2C3C1CN23,0.3163
COC12CC1C1NC21,0.2869
C1C2C1C1C3C4C2C4C13,0.2879
NC1=C(OC=N1)C1CO1,0.202
CN(C)C(=O)C1CCC1,0.265
C1C2C=C3CN4C1C2C34,0.1803
NC(C#N)C(=O)OC=N,0.2307
CC(=O)C#CCOC,0.2092
CC#CCN1CC1C#C,0.2585
CCC1NC1(C)C(C)O,0.3072
NC(=O)C12CC1CC2=O,0.2235
CC1(COCC(=O)N1)C,0.2653
CC12C3CC1C(O3)C2=O,0.2091
C(CC(C#N)C#N)CO,0.2733
C1OCC2C=CCCC12,0.2578
CCC1C2C(=N)OC12C,0.2766
OC1C(CC1=O)C#C,0.2133
OC1C2C=CC(O)C12,0.2336
C1CC=CC#CC=CC1,0.1699
CC(C)C1(CO1)C#N,0.3025
CC(CO)OCC#C,0.2848
CC1C2N1C1C(O)C21O,0.278
C1CNC2=C(N1)ON=N2,0.1566
Cc1ncc(cn1)CO,0.2068
CC1C(O)C2OCOC12,0.3134
CC1CCOC(=N)O1,0.2888
CC12C3C4C(O)C1C4N23,0.2936
CC1=C(N(CC1)C=O)C,0.2062
C#CCC12CN(C1)C2,0.2766
CC1=CCC2C1C2(C)O,0.2381
O=C1C=C(ON=N1)C#N,0.1969
COC12CC1C1(O)CC21,0.2892
COC1C2NCC12C#N,0.2466
CCc1c(cn[nH]1)N,0.2255
CC(=O)N1CC1(C)C,0.2547
CC1CC11CC(O)C1O,0.2998
CN1C=CC(=O)C1=N,0.1457
CC1CC2CC1O2,0.3338
C1C2CN3N=CC=C3C12,0.2489
CC(=O)c1noc(=O)o1,0.1963
C1C2CC11OC=NC1C2,0.2613
C1C=CC2CCC=CC12,0.2575
CC1CNC2=NNN=C12,0.2084
O=C1C2C3NC1C23C#N,0.2207
c1c(oc(=O)o1)O,0.2605
CC12OC3C(O1)C3C2=O,0.202
CC1(O)CCCOC1=O,0.2673
O=CC1CC(=O)C1C#N,0.2131
OC12CC(OCC1)C=C2,0.2479
CC1CN=C(O1)C#N,0.2192
c1cnc(nc1)N(=O)=O,0.1898
NC(=O)N1C2CCCC12,0.287
Cc1nc(=O)nc(o1)N,0.2162
OCC1N2CC1(O)CC2,0.2961
COC(C(C)[NH3+])C([O-])=O,0.2564
CNc1ccc(nc1)N,0.1705
CC12CC3C1CCC23O,0.3263
CCC1COC2CC12,0.3096
O=CC12CNC(=O)C1O2,0.2022
OC1C2C=CC1(O)C=C2,0.2218
O=C1C2CC=CCC1O2,0.2249
CN=C1OC=CC=C1O,0.1646
CC1C2C3OC(C)C2C13,0.3319
CC1NC1C1(C)CCO1,0.3053
CC12CC1(OC2)C1CC1,0.2982
CC(C)C1(CN1)C1CO1,0.3115
C[NH2+]CC(=O)C([O-])=O,0.1768
OC(C#C)C1CN1C=O,0.2528
CC1CC(=NO)C(N)=N1,0.1887
CC1(CC1C=O)C(N)=O,0.2208
O=CCN1C2C3NC2C13,0.2051
CC1CCC2OC12C=O,0.22
CCC(=O)NC,0.28
COC1CC2OC=NC12,0.2638
COC1C2NC3C2OC13,0.2816
NC(=O)C1(O)CC1O,0.2483
CC1CCOCCC1O,0.3166
CC1OC2CC3CC3C12,0.3206
Cc1c(cn[nH]1)C=O,0.2078
OC1(C#C)C2C3C1CN23,0.2641
[NH3+]CC(O)(CO)C([O-])=O,0.2598
CC12CC(O)C1C1CN21,0.2792
CC(=O)C1(CNC1)C#N,0.2091
CCC1OC2(C)CC1C2,0.3231
Cc1cn(nn1)C(=O)C,0.2045
COCCC1OCC1=O,0.2244
CCC(C#N)C(O)C#C,0.2909
O=CCN1CC1CC#N,0.2239
CC1N2C3C(O)C3C12C,0.2734
N=C1OCC2N3CC12C3,0.2497
CC12CC1(CO)COC2,0.3164
CC1C(OC1C#C)C=O,0.218
OC1C2C3CC2(O3)C1=O,0.2023
OC12C3C1C1=CCC3C21,0.1593
CC1CC(OC1C)C=O,0.2131
OC12CC1CC1NC1C2,0.3097
CCN1C(C#C)C1C#C,0.2424
CC(O)C1=COC=C1N,0.2285
C#CCCCCNC=O,0.2824
CC1(COCC1(C)C)C,0.3043
CC12COC(=O)CC1O2,0.2713
C(CNC(=O)CO)C#N,0.2714
CCC(O)C#CC=O,0.2047
C1CC1CCC2(CC2)O,0.3284
C1OC2C3CC4CN3C124,0.2529
N#CC12CN1CC21CC1,0.2491
CC1(C#N)C2CCC12,0.3128
CC12OCC1C21CCC1,0.3015
CCN1C(C)C1(C)C#C,0.2689
CN1CC2OC3(C)C2C13,0.2806
CCC12NC1C(O)C2C,0.2991
O=C1C2COCC1C=C2,0.2309
CC1(C)C(CO)C1CO,0.3025
CCn1c(ccn1)C#C,0.2118
CC1OCC(=O)NC1=O,0.2312
CCCOC1CC2OC12,0.3271
OC1CC1C1(CN1)C=O,0.219
c1cnn(n1)C(=O)C=O,0.1642
C12CC34CC(C3)C4(C1)O2,0.3277
CC1CC(=O)C(C)N1C,0.2072
O=C1CC2CCC=CN12,0.2123
C#CC1CN2N=CN=C12,0.2713
CCC1OC(C)C1O,0.302
CC1CC2CC12C1CC1,0.3247
N#CC1C2N1CC21CO1,0.2706
OC1CC2C3CCC2C13,0.3393
OC12CCC3OC1C23O,0.2761
OC12C3C1C1=CC2C3C1,0.1164
CC1(C)C2C3C4C3C1C24,0.3208
Cn1nc(nn1)CC#C,0.2427
Cn1cc(nn1)CO,0.2491
OCC1CC(O)(CO)C1,0.3192
CC(N(C)C)C(=O)CO,0.1966
C1CC12COC(=N2)N,0.2642
CC1(C#N)C2OCC12N,0.2663
CC(C)c1ccc[nH]1,0.2426
Cc1c(ncc(=O)o1)O,0.1395
C1C2OC11C3NC3CC21,0.2869
CCCCCC(C)CO,0.341
OCC(CC#N)C1CN1,0.2764
C(C#N)OCC(=O)C=O,0.1569
CC(=O)COCCC#N,0.2352
OC1C(=O)C2CC12C#N,0.208
CC#CC#CC#CC,0.1848
C1C2CCC3COC1C23,0.3079
CCC1OCC=C1CO,0.2503
CN1CC1C(O)CO,0.2907
c1[nH]c(=O)n(n1)CCO,0.2302
CC(CC=O)CC1CO1,0.2276
C#CCOC1CC1C#C,0.2734
CC#CC1OCOC1=O,0.256
CCOC1CC2CC2C1,0.3269
CC1CC1(O)CCC=O,0.2273
CN1CC(C1)(CC#N)O,0.2666
CN(C)c1nc([nH]n1)N,0.2266
CC1(CC1C#N)OC=N,0.2783
CN=C1C=NNC(O)=N1,0.183
CN1CC1C1COC1=O,0.2453
CC#CC(CC#C)C=O,0.2151
O=C1NC2=CCOC2O1,0.2381
CC(C=O)C(C)(O)CO,0.2236
CC1CC1C1CCC1O,0.3227
NC1COCC1(N)C#N,0.2692
OC1CC1C(=O)CC=O,0.2059
O=C1CN=C2OCC2O1,0.2496
CC(=O)N1C=NCC1=O,0.2186
[NH3+]C1CC2CC12C([O-])=O,0.2684
O=CC1CC2C3CC1C23,0.2238
OC1C2CCC1C(=O)N2,0.2692
COC1CC(=O)C2OC12,0.2143
c1c(cnc(n1)O)F,0.1991
OC1C=CC2=C1ON=C2,0.1851
C1CC(=O)C=CNC1,0.1854
NC1=NC=C(O1)C1CN1,0.2175
CN1CC(CO)OC1=O,0.3023
COC1C2COCC1N2,0.2937
CNC(C)C(=O)OC=N,0.2008
OC1C=C(C#N)C2CC12,0.2058
CC1OCC2CC(C2)O1,0.3278
CC1OCC(=O)C1(C)C,0.2154
O=C1COCC1C1CN1,0.2084
CC(=O)Nc1c[nH]nn1,0.2255
CC1(O)CC1(C)C#C,0.291
Cn1cc([nH]c1=O)C=O,0.1611
c1cnc([nH]1)NCC=O,0.1672
NC1(CN2CC1C2)C#N,0.2701
N#CC12CC1C1CN2C1,0.2704
CC1OC2(C)CC1C2O,0.3059
CN(C=N)c1[nH]ncn1,0.2232
CCOC1C(O)C1(C)C,0.2948
N=C1C2NC2CN1C=O,0.2232
COC1CCC1(C)C=O,0.2222
OCC12CC(O1)C2C#N,0.2821
COCC(OC)C=O,0.2133
CC#CC(O)(C=O)C#N,0.2157
CCCCC1(C)CN1C,0.2984
CC12CNCC1(N2)C#N,0.2709
CC1=C(C)C2(C)CC1O2,0.2319
CC(=N)NC(=O)CC#N,0.2319
CCC(=O)C(=O)C#N,0.1492
CCCC1CC(O1)C=O,0.2124
C1CC(C1)C(=O)CO,0.2342
CC1CC(=O)NCC1=O,0.2178
CCc1c[nH]c(n1)C#C,0.2
O=C1C2OC1C1CC2O1,0.2474
O=C1NC2(CC1C2)C#C,0.2563
O=CC1C2CC3CC3N12,0.2033
O=C1OC2CC3CC12O3,0.2553
N=C1N2CC2CNC1=O,0.2079
O=CC1C2CC(C#C)C12,0.2185
CCOC=NCCC=O,0.2234
CCC1(CO)CCC1C,0.3355
C1CC1CC(=O)CC#N,0.2212
CC1(O)C2OC2C1(C)O,0.3038
CC1C2CC(C)CC1O2,0.3076
NC1=C(F)N=NNC1=O,0.1663
CC(O)(C#N)C1CC1,0.315
C#CC1=CCOCOC1,0.2088
CC(C)N1CCOC1=O,0.2977
OC1CC1C1C2CCC12,0.3228
ON=C1CCOC1C=O,0.2066
CC1(C)OC11C2CC1C2,0.3386
CN(C)C(=O)C1(C)CO1,0.2604
O=CC1OC1C1CC1,0.2164
CC1(C)C2NC(C#N)C12,0.2504
CN(C(=N)CO)C(=O)N,0.2486
O=CC1=CCC2CC2C1,0.1983
CC(C)C1CC(C)C1C,0.349
C#CCCC1COC=N1,0.2674
CN=COCC1CN1,0.2741
c1c[nH]c2c1[nH]nc2,0.2143
CN(C)C(=O)C(=O)C#C,0.1664
CC1(O)C2CC1(CO)C2,0.3189
COC(=O)C1CC(=O)N1,0.2512
N#CC12CC3CC1C23,0.2899
CC12COC1C(O2)C=O,0.2092
CC1(C(=O)C(=O)CN1)C,0.142
C#CC1OC2C3OC2C13,0.2621
CC(C)C12CCC1C2C,0.3192
O=C1N=CON=NC1=O,0.2382
CN1CC1(C)CCO,0.3037
CCC1CC2C(C)CC12,0.3371
C#CC1CC23CC(C2)N13,0.2431
C#CC1CCCC=CC1,0.2559
C#CC(C#C)(C#C)N,0.2608
CC(O)C(C)C(F)(F)F,0.3412
C(CC#CC=O)C=O,0.1986
NC(CO)C(=O)OC=N,0.2116
CC1=C(CC(C1)(C)C)C,0.2541
CC1CCC(CC#C)O1,0.3044
CC1CCOC(=O)CN1,0.2369
O=C1C2OC3C=CC1C23,0.1905
CCC1OCC1CC=O,0.2224
C1C(OC=N1)(CO)CO,0.266
CC1OC2CNC12C#C,0.2506
CN(C)C(C=O)C(N)=O,0.1685
CC1C(O)C(O)C1CO,0.288
CC(O)CC1=CC=CO1,0.2359
CC1=CCOC(C1)(C)C,0.2621
CC1C2C3CN2C13C#C,0.254
OCC1(CC(=O)O1)C#N,0.2806
CN1C2C3NC3C12CO,0.2593
CNC(CO)C(=O)C#N,0.1592
CC(O)C1=NCC(=N)N1,0.2231
C#CC1CC2COC2C1,0.2889
CCC1COC(C1)C#N,0.297
COC(=O)N1CCC1C,0.2889
CC1(CCC1)C2CCC2,0.3458
COCC(=O)C#CC=O,0.1901
OCC12C3CN1CC23,0.3029
CC(O)C#CC1NC1C,0.2682
CC1=CN(CC1)C(=O)N,0.2114
CC1(OC1C1CN1)C#N,0.2622
C1C2C3OCC33CN2C13,0.2911
CC12CCC1(O)CCO2,0.312
CN1C(C#N)C11COC1,0.2607
CC1COC1C(O)C#C,0.2682
CC12CC(CC11CN1)O2,0.3072
C1CC1CC#CCCO,0.2985
CCC#CC#CC(=O)C,0.1802
OCC1=NC2CC(C2)O1,0.2682
CC12CC3(C=O)C1CN23,0.2044
CC12CC3(CO1)OCC23,0.2813
CC1CCC1=NO,0.2499
C#CC1OC11CCC=C1,0.2404
CN1N=C(OC1=N)C#N,0.1684
OC(CC#C)C1CO1,0.3096
C#CCC1CCN=CO1,0.273
O=C1CC=C2CC3C2C13,0.1976
CC1COC11CN2CC12,0.2992
OC1(CC1)C12CC(C1)C2,0.3051
CC1C2CC=C(C)C12C,0.2458
COC(C)C1=CON=C1,0.2456
C#CC1CC2C3OC2C13,0.2776
CN1CC(C)(N)C1C#N,0.254
CC12COC(CO1)OC2,0.3312
c1c(c[nH]c(=O)c1N)N,0.1598
N#CC12NC1CC1CC21,0.2706
C#CC1(CCCO1)C#N,0.271
COC(=O)C1(CC1)OC,0.2631
CC1(O)C2OC3C2OC13,0.2843
Cc1c(nc([nH]1)C#N)N,0.1744
CC1OCC11C2CC1O2,0.3158
CCCC1(C)C(C)C1O,0.2973
CN1C2C1C1(C)CC2C1,0.307
C[NH2+]CC1=COC([O-])=N1,0.2352
OC12C3CC4C1CN4C23,0.2926
CCn1cc(nc1)C,0.2486
N=COC12C3C4C3C1C24,0.253
OC12CC1C1(CN1)C2,0.3094
O=C1CCC11C2CC1O2,0.1953
OC1C2NC2CC11CC1,0.3109
O=C1OCC2NC12,0.2526
Cc1cnc(c(n1)F)O,0.1938
CC1(O)CC2CC3C1N23,0.3057
C1C(=O)CN1CCC=O,0.2087
CC12CC3=CC(=O)N1C23,0.1496
C1OC23COC4C2CC134,0.2791
CC1OC1(CO)CC=O,0.2251
OC1CC2C3OC3CC12,0.3182
CC(C)(C)OCC#N,0.2971
CCC(O)C(CC)C#C,0.3073
Cc1cnc([nH]1)O,0.2474
CC12C3CC1C(O3)C2O,0.2973
OC12CCCC1=CCC2,0.2521
CC#Cc1cnoc1C,0.2096
CN1CC2OC(CO)C12,0.2779
CC12COCC1OC=N2,0.275
CC1OC(C)C2(O)CC12,0.3204
c1c(cncn1)CO,0.2101
C#CC1=C2CC3C(C1)C23,0.1477
CC1C2OC1(C#N)C2N,0.2508
OC1CN2C1C=CC2=O,0.2093
N=C1OCC1NC=O,0.2713
C1C=CCN1C(=O)N,0.2398
C1CC1C#CCN2CC2,0.2709
CCC1(CO1)C(N)=O,0.2627
c1(nc(on1)N(=O)=O)N,0.1553
c1c[nH]c2c1cc[nH]2,0.225
CC(=O)C1NC1C1CC1,0.2217
N=C1NCC2=C1C=NO2,0.2144
OCC1=CC(=O)ON=N1,0.1698
CC1=CCCC1(C)CO,0.259
NC(=O)C1=CC(O)CC1,0.2141
c1c(cn(c1N)C=O)N,0.1657
CCCC1(CC1)COC,0.3308
OCC12NC3C1COC23,0.2966
C#CC1OCC2NC12,0.283
CC1C2C3C4C2C1C34C,0.3235
CC1N(C=O)C2CC12O,0.2598
CCC1COCC(C)O1,0.3215
CC1C23CCC12OCC3,0.291
OCC1CN1CC#C,0.2768
C1C2N1CC1=NOC=C21,0.2212
OCCCC1C(O)C1O,0.2819
CCC#CC1COC1=N,0.2735
COC1CCCC11CN1,0.3076
