canonical_smiles,gap
CC12CC(=O)C(=O)C1N2,0.1484
CC12CC(=O)C(=O)C1O2,0.1486
CC12CC1C(=O)C(=N)N2,0.1781
CC12CC1C(=O)C(=N)O2,0.1876
CC12CC(=O)C(=O)C1C2,0.1503
CC12CC1C(=O)C(=O)N2,0.1726
CC12CC1C(=O)C(=O)O2,0.1743
CC12CC(=O)C(=N)N1C2,0.1683
CC12CC(=O)C(=O)N1C2,0.1549
O=C1CC2(O)CC2C1=O,0.1507
CC12CC1C(=O)C1CC12,0.2138
CC12CC1C(=O)C1CN12,0.2114
CC12CC1C(=O)C1NC12,0.2033
CC12CC1C(=O)C1OC12,0.2039
CC12CC1C(=O)N1CC12,0.2347
CC12CN1C(=N)C1OC12,0.2256
CC12CN1C(=O)C1CC12,0.2352
CC12CN1C(=O)C1NC12,0.2211
CC12CN1C(=O)C1OC12,0.2181
CC12CN1C(=O)N1CC12,0.2387
CC12NC1C(=O)C1CC12,0.2024
CC12NC1C(=O)C1NC12,0.1885
CC12NC1C(=O)C1OC12,0.1902
CC12NC1C(=O)N1CC12,0.2194
CC12OC1C(=N)N1CC12,0.2329
CC12OC1C(=O)C1CC12,0.2034
CC12OC1C(=O)C1NC12,0.1911
CC12OC1C(=O)C1OC12,0.1909
CC12OC1C(=O)N1CC12,0.217
O=C1C2CC2C2(O)CC12,0.2115
O=C1C2NC2C2(O)CC12,0.2035
O=C1C2OC2C2(O)CC12,0.2038
O=C1C2CC2(O)C2CN12,0.2307
CC1(C)C(=O)C2CC21O,0.2255
CC1(O)C(=O)C2CC21O,0.2298
CC1(C)C(=O)C2CC21C,0.2258
CC1(O)C(=O)C2CC21C,0.2224
CC1(O)C(=N)N2CC21C,0.2473
CC1(C)C(=O)N2CC21C,0.2322
CC1(O)C(=O)N2CC21C,0.2228
CC1(C)C(=O)C2NC21C,0.215
CC1(O)C(=O)C2NC21C,0.213
CC1(C)C(=O)C2OC21C,0.2103
CC1(O)C(=O)C2OC21C,0.2072
CC12CC1C(=O)C21CC1,0.2297
CC12CC1C(=O)C21CN1,0.2176
CC12CC1C(=O)C21CO1,0.2172
CC12CN1C(=N)C21CO1,0.2412
CC12CN1C(=O)C21CC1,0.2322
CC12CN1C(=O)C21CN1,0.2199
CC12CN1C(=O)C21CO1,0.2189
CC12NC1C(=O)C21CC1,0.216
CC12NC1C(=O)C21CN1,0.2083
CC12NC1C(=O)C21CO1,0.2037
CC12OC1C(=O)C21CC1,0.2126
CC12OC1C(=O)C21CN1,0.2019
CC12OC1C(=O)C21CO1,0.1997
O=C1C2CC2(O)C12CC2,0.2286
O=C1C2CC2(O)C12CN2,0.2172
O=C1C2CC2(O)C12CO2,0.2165
C#CC1C(=O)C2CC12C,0.2214
CC12CC1C(=O)C2C#N,0.23
CC12CN1C(=N)C2C#N,0.2479
C#CC1C(=O)N2CC12C,0.2289
CC12CN1C(=O)C2C#N,0.2352
C#CC1C(=O)C2NC12C,0.2089
CC12NC1C(=O)C2C#N,0.2161
C#CC1C(=O)C2OC12C,0.2039
C#CC1C(=O)C2CC12O,0.2194
N#CC1C(=O)C2CC12O,0.2279
CC12CC1C(=N)N2C=O,0.2332
CC12CC1C(=O)C2C=O,0.2131
CC12CC1C(=O)N2C=N,0.2241
CC12CC1C(=O)N2C=O,0.2248
CC12CN1C(=O)C2C=O,0.2103
CC12NC1C(=O)C2C=O,0.2011
CC12CC=CC(=O)C1C2,0.1898
CC12CC1C(=O)C=CN2,0.1851
CC12CC=CC(=O)C1N2,0.189
CC12CC=CC(=O)C1O2,0.1874
CC12CC=CC(=O)N1C2,0.2012
O=C1C=CCC2(O)CC12,0.1888
CC12CC1C(=N)NC2=O,0.2399
CC12CC1C(=N)OC2=O,0.252
CC12CC1C(=O)CC2=O,0.2141
CC12CC1C(=O)NC2=N,0.2388
CC12CC1C(=O)NC2=O,0.2303
CC12CC1C(=O)OC2=N,0.2506
CC12CN1C(=N)NC2=O,0.2381
CC12CN1C(=O)CC2=O,0.2079
CC12CN1C(=O)NC2=N,0.2473
CC12CN1C(=O)NC2=O,0.2355
CC12CN1C(=O)OC2=N,0.2583
CC12NC1C(=N)NC2=O,0.2293
CC12NC1C(=N)OC2=O,0.2366
CC12NC1C(=O)CC2=O,0.2142
CC12NC1C(=O)NC2=N,0.2281
CC12NC1C(=O)NC2=O,0.2243
CC12NC1C(=O)OC2=N,0.2355
CC12OC1C(=N)NC2=N,0.2304
CC12OC1C(=N)NC2=O,0.2282
CC12OC1C(=N)OC2=O,0.2379
CC12OC1C(=O)CC2=O,0.212
CC12OC1C(=O)NC2=N,0.2275
CC12OC1C(=O)NC2=O,0.2236
CC12OC1C(=O)OC2=N,0.237
N=C1OC(=O)C2(N)CC12,0.2358
NC12CC1C(=O)NC2=O,0.2229
N=C1OC(=O)C2CC12N,0.2412
N=C1NC(=O)C2(O)CC12,0.2347
N=C1OC(=O)C2(O)CC12,0.2435
O=C1CC(=O)C2(O)CC12,0.2131
N=C1NC(=O)C2CC12O,0.2261
O=C1NC(=O)C2(O)CC12,0.2226
N=C1OC(=O)C2CC12O,0.2329
CC12C=CCC(=O)C1C2,0.215
CC12C=CNC(=O)C1C2,0.2109
CC12CC1C(=O)NC=N2,0.2245
CC12CC1C(=O)OC=N2,0.24
CC12C=CCC(=O)N1C2,0.235
CC12C=CNC(=O)N1C2,0.2112
CC12C=CCC(=O)C1N2,0.2096
CC12C=CNC(=O)C1N2,0.2082
CC12C=CCC(=O)C1O2,0.2098
CC12C=CNC(=O)C1O2,0.2067
O=C1CC=CC2(O)CC12,0.213
O=C1NC=CC2(O)CC12,0.2106
CC12CCOC(=N)C1C2,0.2717
CC12CC1C(=N)OCO2,0.2718
CC12CCCC(=O)C1C2,0.2244
CC12CC1C(=O)CCO2,0.2216
CC12CNCC(=O)C1C2,0.2014
CC12COCC(=O)C1C2,0.2127
CC12CCNC(=O)C1C2,0.2641
CC12CCOC(=O)C1C2,0.2616
CC12CC1C(=O)OCO2,0.2612
CC12CCCC(=O)C1N2,0.2209
CC12CCCC(=O)C1O2,0.2168
CC12CCNC(=O)C1N2,0.2578
CC12CCNC(=O)C1O2,0.2519
CC12CCOC(=N)C1N2,0.2567
CC12CCOC(=N)C1O2,0.2647
CC12CCOC(=O)C1N2,0.2534
CC12CCOC(=O)C1O2,0.2493
CC12CCCC(=O)N1C2,0.2442
CC12CNCC(=O)N1C2,0.2221
CC12COCC(=O)N1C2,0.2287
CC12CCNC(=O)N1C2,0.2848
CC12CCOC(=O)N1C2,0.2671
CC12CNCC(=O)C1N2,0.1964
CC12CNCC(=O)C1O2,0.1935
CC12COCC(=O)C1N2,0.2093
CC12COCC(=O)C1O2,0.2059
N=C1OCCC2(O)CC12,0.2685
O=C1CCCC2(O)CC12,0.2232
O=C1CNCC2(O)CC12,0.2017
O=C1COCC2(O)CC12,0.2117
O=C1NCCC2(O)CC12,0.2609
O=C1OCCC2(O)CC12,0.26
C#CC1=CCC2(C)CC12,0.2017
CC12CC=C(C#N)C1C2,0.2081
C#CC1=CCC2(C)NC12,0.1954
C#CC1=CCC2(C)OC12,0.2007
CC12CC=C(C#N)C1N2,0.1967
CC12CC=C(C#N)C1O2,0.2107
C#CC1=NCC2(C)CN12,0.2053
CC12CN=C(C#N)N1C2,0.2025
C#CC1=CCC2(O)CC12,0.2019
N#CC1=CCC2(O)CC12,0.2082
C#CC1C(=O)C2(C)CC12,0.2206
CC12CC1C(C#N)C2=O,0.229
C#CC1C(=O)C2(C)CN12,0.2123
CC12CN1C(C#N)C2=O,0.2183
C#CC1C(=O)C2(C)NC12,0.209
C#CC1C(=O)C2(C)OC12,0.2042
C#CC1C(=O)C2(O)CC12,0.2148
CC1(C)C(=O)C2(O)CC12,0.2279
CC1(O)C(=O)C2(O)CC12,0.2296
CC1(C)C(=O)C2(C)CC12,0.2245
CC1(O)C(=O)C2(C)CC12,0.2138
CC1(C)C(=O)C2(C)CN12,0.2164
CC1(C)C(=O)C2(C)NC12,0.2153
CC1(O)C(=O)C2(C)NC12,0.2048
CC1(C)C(=O)C2(C)OC12,0.2106
CC1(O)C(=O)C2(C)OC12,0.2007
CC1(C)C=CC2(O)CC12,0.2471
CC1(O)C=CC2(O)CC12,0.2423
CC1(C)C=CC2(C)CC12,0.2476
CC1(O)C=CC2(C)CC12,0.2424
CC1(C)C=CC2(C)NC12,0.245
CC1(O)C=CC2(C)NC12,0.2384
CC1(C)C=CC2(C)OC12,0.2472
CC1(O)C=CC2(C)OC12,0.2439
CC1(C)CCC2(O)CC12,0.3307
CC1(C)OCC2(O)CC21,0.3194
CC1(O)CCC2(O)CC12,0.3218
CC1(C)CCC2(C)CC12,0.333
CC1(C)COC2(C)CC12,0.3072
CC12COC(C)(C)C1C2,0.3281
CC1(O)CCC2(C)CC12,0.3259
CC1(O)COC2(C)CC12,0.2961
CC1(C)CCC2(C)OC12,0.3317
CC1(O)CCC2(C)NC12,0.3057
CC1(O)CCC2(C)OC12,0.3207
CC12COC(C)(C)C1N2,0.3233
CC1(C)OCC2(C)OC12,0.3345
C#CC1(C)CC2(O)CC12,0.3028
CC1(C#N)CC2(O)CC12,0.3072
C#CC1(C)CC2(C)NC12,0.2925
C#CC1(C)CC2(C)OC12,0.2919
CC1(C#N)CC2(C)NC12,0.2933
CC1(C#N)CC2(C)OC12,0.2962
CC12CC(N)(C#N)C1N2,0.2859
CC12CC(N)(C#N)C1O2,0.2905
C#CC1(O)CC2(C)NC12,0.2694
C#CC1(O)CC2(C)OC12,0.2745
CC12CC(O)(C#N)C1N2,0.2707
CC12CC(O)(C#N)C1O2,0.2785
C#CC1(C)CC2(C)CC12,0.3013
CC1(C#N)CC2(C)CC12,0.3052
CC1(C#N)NC2(C)CC12,0.2755
C#CC1(C)OC2(C)CC12,0.2675
CC1(C#N)OC2(C)CC12,0.2697
CC12CC1C(N)(C#N)C2,0.293
C#CC1(O)CC2(C)CC12,0.2844
CC12CC1C(O)(C#N)C2,0.2869
C#CC1(C)CC2(C)CN12,0.2761
CC1(C#N)CC2(C)CN12,0.2764
N#CC1(N)CC2(O)CC12,0.295
C#CC1(O)CC2(O)CC12,0.2866
N#CC1(O)CC2(O)CC12,0.2886
CC1(C=O)CC2(O)CC12,0.2256
CC1(C=O)CC2(C)NC12,0.2156
CC1(C=O)CC2(C)OC12,0.2158
CC12CC(O)(C=O)C1N2,0.2136
CC12CC(O)(C=O)C1O2,0.2137
CC1(C=O)CC2(C)CC12,0.2273
CC1(C=O)OC2(C)CC12,0.2075
CC12CC1C(O)(C=O)C2,0.2268
CC1(C=O)CC2(C)CN12,0.2167
O=CC1(O)CC2(O)CC12,0.2224
CC12CC(N3CC3)C1N2,0.3223
CC12CC(N3CC3)C1O2,0.3255
CC12CC(C3CC3)C1O2,0.3328
CC12CC(C3CO3)C1N2,0.3358
CC12CC(C3CO3)C1O2,0.3266
CC12CC(C3CC3)C1C2,0.3342
CC12CC(C3CO3)C1C2,0.3407
CC12CC(N3CC3)C1C2,0.3195
CC12CC1C(C1CC1)O2,0.3143
CC12CC1C(C1CN1)O2,0.3104
CC12CC1C(C1CO1)O2,0.3132
CC12CC(C3CN3)N1C2,0.3092
CC12CC(C3CO3)N1C2,0.317
OC12CC(C3CC3)C1C2,0.3302
OC12CC(C3CO3)C1C2,0.3337
OC12CC(N3CC3)C1C2,0.3054
CC12CC=C(C=O)C1C2,0.19
CC12CC1C(C=O)=CN2,0.1761
CC12CC=C(C=O)C1N2,0.1788
CC12CC=C(C=O)C1O2,0.1887
CC12CN=C(C=O)N1C2,0.179
O=CC1=CCC2(O)CC12,0.1907
CC12CC1N(C=N)C2=O,0.2237
CC12CC1N(C=O)C2=N,0.2332
CC12CC1N(C=O)C2=O,0.2247
N=C1N(C=O)C2CC12N,0.224
NC12CC1N(C=O)C2=O,0.2121
N=CN1C(=N)C2(O)CC12,0.2191
N=CN1C(=O)C2(O)CC12,0.2186
N=C1N(C=O)C2CC12O,0.2227
O=CN1C(=O)C2(O)CC12,0.219
CC12C=CC(C=O)C1C2,0.2162
CC12C=CN(C=O)C1C2,0.2036
CC12CC1N(C=O)C=N2,0.2131
CC12C=CC(C=O)N1C2,0.1997
CC12C=CC(C=O)C1N2,0.2066
CC12C=CC(C=O)C1O2,0.2093
O=CC1C=CC2(O)CC12,0.2212
O=CN1C=CC2(O)CC12,0.2058
C#CC1C=CC2(C)CC12,0.2469
CC12C=CC(C#N)C1C2,0.2459
C#CC1C=CC2(C)CN12,0.2314
CC12C=CC(C#N)N1C2,0.2312
C#CC1C=CC2(C)NC12,0.2435
CC12C=CC(C#N)C1N2,0.2417
C#CC1C=CC2(C)OC12,0.2423
CC12C=CC(C#N)C1O2,0.2441
C#CC1C=CC2(O)CC12,0.2467
N#CC1C=CC2(O)CC12,0.2457
C#CCC1CC2(C)OC12,0.3026
CC12CC(CC#N)C1N2,0.2977
CC12CC(CC#N)C1O2,0.3006
C#CCC1CC2(C)CC12,0.3023
C#CCC1OC2(C)CC12,0.285
CC12CC(CC#N)C1C2,0.2998
CC12CC1C(CC#N)O2,0.284
CC12CC1N(CC#N)C2,0.2556
CC12CC(CC#N)N1C2,0.276
C#CCC1CC2(O)CC12,0.3046
N#CCC1CC2(O)CC12,0.302
C#CCN1CC2(O)CC12,0.257
N#CCN1CC2(O)CC12,0.2529
C#CC1CCC2(C)CC12,0.3085
CC12CCC(C#N)C1C2,0.3135
C#CC1COC2(C)CC12,0.28
CC12CC1C(C#N)CO2,0.2786
CC12CNC(C#N)C1C2,0.2739
C#CC1OCC2(C)CC12,0.2914
CC12COC(C#N)C1C2,0.2962
C#CC1CCC2(C)NC12,0.2927
C#CC1CCC2(C)OC12,0.3027
CC12CCC(C#N)C1N2,0.2883
CC12CCC(C#N)C1O2,0.3085
C#CC1CCC2(C)CN12,0.2811
CC12CCC(C#N)N1C2,0.2801
CC12CNC(C#N)C1N2,0.2787
CC12CNC(C#N)C1O2,0.2724
C#CC1OCC2(C)NC12,0.2807
C#CC1OCC2(C)OC12,0.2871
CC12COC(C#N)C1N2,0.2764
CC12COC(C#N)C1O2,0.2916
C#CC1CCC2(O)CC12,0.3039
N#CC1CCC2(O)CC12,0.3045
N#CC1NCC2(O)CC12,0.2756
C#CC1OCC2(O)CC12,0.2897
N#CC1OCC2(O)CC12,0.2929
CC12CCC(C=O)C1C2,0.2248
CC12CC1C(C=O)CO2,0.2159
CC12COC(C=O)C1C2,0.2145
CC12CCN(C=O)C1C2,0.2574
CC12CCC(C=O)C1N2,0.2191
CC12CCC(C=O)C1O2,0.2223
CC12CCC(C=O)N1C2,0.2171
CC12CNC(C=O)C1O2,0.2067
CC12COC(C=O)C1N2,0.2205
CC12COC(C=O)C1O2,0.2205
O=CC1CCC2(O)CC12,0.224
O=CC1OCC2(O)CC12,0.2165
O=CN1CCC2(O)CC12,0.2573
CC12CC(CC=O)C1N2,0.2268
CC12CC(CC=O)C1O2,0.2266
CC12CC(NC=O)C1N2,0.275
CC12CC(NC=O)C1O2,0.2746
CC12CC(OC=N)C1N2,0.2721
CC12CC(OC=N)C1O2,0.2735
CC12CC(OC=O)C1N2,0.2698
CC12CC(OC=O)C1O2,0.2675
CC12CC(NC=O)C1C2,0.2766
CC12CC(OC=N)C1C2,0.2747
CC12CC(OC=O)C1C2,0.2752
CC12CC(CC=O)C1C2,0.2251
CC12CC1C(CC=O)O2,0.2221
CC12CC1N(CC=O)C2,0.1974
CC12CC(CC=O)N1C2,0.2144
O=CNC1CC2(O)CC12,0.2784
N=COC1CC2(O)CC12,0.2799
O=COC1CC2(O)CC12,0.2773
O=CCC1CC2(O)CC12,0.2259
O=CCN1CC2(O)CC12,0.1958
CC12CC3CC3(C)C1C2,0.321
CC12CC1C1(C)CC1O2,0.3137
CC12CC1C1(C)CN1C2,0.299
CC12CC3OC3(C)C1C2,0.3338
CC12CC3CC3(O)C1C2,0.3186
CC12CC1C1(O)CC1O2,0.3009
CC12CC3CC3(C)C1O2,0.3441
CC12CC1CC1(O)CC12,0.3181
CC12CC3CC3(O)C1N2,0.3146
CC12CC3CC3(O)C1O2,0.3221
CC12CC3NC3(C)C1N2,0.3203
CC12CC3NC3(C)C1O2,0.3275
CC12CC3OC3(C)C1N2,0.3254
CC12CC3OC3(C)C1O2,0.3324
CC12CN1CC1(O)CC12,0.2979
CC12CN3CC3(C)C1N2,0.3164
CC12CN3CC3(C)C1O2,0.3202
CC12NC1CC1(O)CC12,0.3056
CC12OC1CC1(O)CC12,0.3251
OC12CC3CC3(O)C1C2,0.3169
CC12CC1(C)C1(C)NC21,0.3058
CC12CC1(C)C1(C)OC21,0.328
CC12CC1(C)C1(O)CC21,0.3124
CC12CC1(O)C1(C)NC21,0.2994
CC12CC1(O)C1(C)OC21,0.3078
CC12CC1(O)C1(O)CC21,0.303
CC12CC1(O)C1CC12O,0.2873
CC12NC1C1(O)CC12C,0.2991
CC12OC1C1(O)CC12C,0.307
CC12CC1C1(C)CC21C,0.2836
CC12CC1C1(C)CC21O,0.2757
CC12CC1C1(C)NC21C,0.2714
CC12CC1C1(C)OC21C,0.2931
CC12CC1C1(O)CC21C,0.281
CC12CC1C1(O)CC21O,0.263
CC12CN1C1(C)CC21C,0.2905
CC12CN1C1(C)CC21O,0.2823
CC12NC1(C)C1(C)OC21,0.3145
CC12NC1(C)C1(O)CC12,0.3143
CC12NC1C1(C)NC21C,0.2643
CC12NC1C1(C)OC21C,0.2801
CC12NC1C1(O)CC12O,0.2633
CC12OC1(C)C1(O)CC12,0.301
CC12OC1C1(C)OC21C,0.2932
CC12OC1C1(O)CC12O,0.2751
OC12CC1C1(O)CC21O,0.2429
CC12CC(C1)C1(O)CC21,0.326
CC12CC(O1)C1(O)CC21,0.3173
CC12CC(C1)C1(C)CC21,0.3365
CC12CC(O1)C1(C)CC21,0.3355
CC12CC1C1(O)CC2C1,0.3184
CC12CC(C1)C1(C)CN21,0.3216
CC12CC(C1)C1(C)NC21,0.3024
CC12CC(O1)C1(C)NC21,0.3077
CC12NC1C1(O)CC2C1,0.2966
CC12CC(C1)C1(C)OC21,0.3338
CC12CC(O1)C1(C)OC21,0.3124
CC12OC1C1(O)CC2C1,0.3195
OC12CC(C1)C1(O)CC21,0.3202
CC12CCC1C1(C)CC21,0.315
CC12COC1C1(C)CC21,0.3058
CC12CC1C1(C)OCC21,0.3141
CC12CC1C1(O)CCC21,0.296
CC12CC1C1(O)COC21,0.2918
CC12CCC1C1(O)CC21,0.3116
CC12COC1C1(C)CN21,0.2834
CC12COC1C1(O)CC21,0.3036
CC12CCC1C1(C)NC21,0.2965
CC12COC1C1(C)NC21,0.2899
CC12NC1C1(C)OCC21,0.2972
CC12NC1C1(O)CCC12,0.2901
CC12NC1C1(O)COC12,0.2856
CC12CCC1C1(C)OC21,0.324
CC12COC1C1(C)OC21,0.2967
CC12OCC1C1(C)OC21,0.3016
CC12OC1C1(O)CCC12,0.3107
CC12OC1C1(O)COC12,0.295
CC12OCC1C1(O)CC12,0.3155
OC12CCC1C1(O)CC21,0.2992
OC12COC1C1(O)CC21,0.2957
CC12CC1C1(CC1)C2=O,0.2284
CC12CC1C1(CN1)C2=O,0.216
CC12CC1C1(CO1)C2=O,0.2144
CC12CN1C1(CC1)C2=O,0.2206
CC12NC1C1(CC1)C2=O,0.2161
CC12NC1C1(CN1)C2=O,0.2038
CC12NC1C1(CO1)C2=O,0.201
CC12OC1C1(CC1)C2=O,0.2127
CC12OC1C1(CN1)C2=O,0.2017
CC12OC1C1(CO1)C2=O,0.1984
O=C1C2(O)CC2C12CC2,0.221
O=C1C2(O)CC2C12CN2,0.2092
O=C1C2(O)CC2C12CO2,0.2075
CC12C=CC3(CC3)C1C2,0.2359
CC12C=CC3(CN3)C1C2,0.2356
CC12C=CC3(CO3)C1C2,0.2321
CC12C=CC3(CC3)C1N2,0.2391
CC12C=CC3(CN3)C1N2,0.2371
CC12C=CC3(CO3)C1N2,0.2289
CC12C=CC3(CC3)C1O2,0.2377
CC12C=CC3(CN3)C1O2,0.2346
CC12C=CC3(CO3)C1O2,0.2342
OC12C=CC3(CC3)C1C2,0.2367
OC12C=CC3(CN3)C1C2,0.2361
OC12C=CC3(CO3)C1C2,0.2306
CC12CCC3(CC3)C1C2,0.3291
CC12CC1C1(CC1)CO2,0.3114
CC12COC3(CC3)C1C2,0.3168
CC12CC1C1(CN1)CO2,0.3018
CC12CCC3(CO3)C1C2,0.3324
CC12CC1C1(CO2)CO1,0.311
CC12CCC3(CC3)C1O2,0.3438
CC12CCC3(CN3)C1N2,0.3034
CC12CCC3(CN3)C1O2,0.3196
CC12CCC3(CO3)C1N2,0.3221
CC12CCC3(CO3)C1O2,0.3284
CC12COC3(CC3)C1N2,0.3223
CC12COC3(CC3)C1O2,0.322
OC12CCC3(CC3)C1C2,0.3215
OC12COC3(CC3)C1C2,0.3007
OC12CCC3(CO3)C1C2,0.3287
C#CC12CC1C1(C)CC12,0.2417
CC12CC1C1(C#N)CC21,0.2471
C#CC12CN1C1(C)CC12,0.2369
CC12CC1C1(C#N)CN21,0.2416
C#CC12NC1C1(C)CC12,0.2316
CC12CC1C1(C#N)NC21,0.2351
C#CC12OC1C1(C)CC12,0.2385
CC12CC1C1(C#N)OC21,0.2408
C#CC12CC1C1(C)CN12,0.2426
CC12CN1C1(C#N)CC21,0.2471
C#CC12CC1C1(C)NC21,0.2414
CC12NC1C1(C#N)CC12,0.2447
C#CC12NC1C1(C)NC12,0.2263
CC12NC1C1(C#N)NC21,0.2274
C#CC12OC1C1(C)NC12,0.2326
CC12NC1C1(C#N)OC21,0.2301
C#CC12CC1C1(C)OC21,0.2503
CC12OC1C1(C#N)CC12,0.2602
C#CC12NC1C1(C)OC21,0.2356
CC12OC1C1(C#N)NC12,0.2418
C#CC12OC1C1(C)OC12,0.2455
CC12OC1C1(C#N)OC21,0.2545
C#CC12CC1C1(O)CC12,0.241
N#CC12CC1C1(O)CC12,0.2509
C#CC12NC1C1(O)CC12,0.2348
N#CC12NC1C1(O)CC12,0.2389
C#CC12OC1C1(O)CC12,0.2417
N#CC12OC1C1(O)CC12,0.2446
CC12CC1C1(C=O)CC21,0.1959
CC12CC1C1(C=O)CN21,0.1919
CC12CC1C1(C=O)NC21,0.1838
CC12CC1C1(C=O)OC21,0.1955
CC12CN1C1(C=O)CC21,0.2019
CC12NC1C1(C=O)CC12,0.2015
CC12NC1C1(C=O)NC21,0.1782
CC12NC1C1(C=O)OC21,0.1867
CC12OC1C1(C=O)CC12,0.2177
CC12OC1C1(C=O)NC12,0.204
CC12OC1C1(C=O)OC21,0.2059
O=CC12CC1C1(O)CC12,0.2015
O=CC12NC1C1(O)CC12,0.1876
O=CC12OC1C1(O)CC12,0.1991
CC12CC1C1(CCC1)C2,0.3305
CC12CC1C1(CCC1)O2,0.3068
CC12CC1C1(CCO1)C2,0.3165
CC12CC1C1(COC1)C2,0.3126
CC12CC1C1(COC1)O2,0.3085
CC12CC3(CCC3)C1N2,0.3287
CC12CC3(CCC3)C1O2,0.3272
CC12CC3(CCO3)C1N2,0.3107
CC12CC3(CCO3)C1O2,0.3044
CC12CC3(COC3)C1N2,0.3063
CC12CC3(COC3)C1O2,0.3144
CC12CN1C1(COC1)C2,0.3015
OC12CC1C1(CCC1)C2,0.3271
OC12CC1C1(CCO1)C2,0.314
OC12CC1C1(COC1)C2,0.3155
CC12CC1C1=CCCC12,0.2404
CC12CC1C1=CCOC12,0.2312
CC12CN1C1=NCCC12,0.2349
CC12NC1C1=CCCC12,0.2347
CC12NC1C1=CCOC12,0.2231
CC12OC1C1=CCCC12,0.2383
CC12OC1C1=CCOC12,0.2252
OC12CC1C1=CCCC12,0.2368
OC12CC1C1=CCOC12,0.2259
C#CC1C2C3CC3(C)C12,0.2516
C#CC1C2C3CC3(C)N12,0.2415
CC12CC1C1C(C#N)C12,0.251
CC12CC1C1C(C#N)N12,0.242
C#CC1C2N1C1CC12C,0.242
CC12CC1N1C(C#N)C12,0.2422
C#CC1C2C1C1(C)CN21,0.2575
CC12CN1C1C(C#N)C12,0.2556
C#CC1C2C3NC3(C)C12,0.2489
CC12NC1C1C(C#N)C12,0.2525
C#CC1C2C3OC3(C)C12,0.2624
CC12OC1C1C(C#N)C12,0.2704
C#CC1C2C3CC3(O)C12,0.2457
N#CC1C2C3CC3(O)C12,0.2446
C#CC1C2N1C1CC12O,0.2417
N#CC1C2N1C1CC12O,0.2421
CC12CC1C1C(C=O)C12,0.1917
CC12CC1C1C(C=O)N12,0.1957
CC12CC1C1C2N1C=O,0.2318
CC12CC1N1C(C=O)C12,0.1966
CC12CN1C1C(C=O)C12,0.1942
CC12NC1C1C(C=O)C12,0.227
CC12NC1C1C2N1C=O,0.2599
CC12OC1C1C(C=O)C12,0.2283
CC12OC1C1C2N1C=O,0.2466
O=CC1C2C3CC3(O)C12,0.1887
O=CN1C2C3CC3(O)C21,0.2351
O=CC1C2N1C1CC12O,0.1948
CC12CC1C1C(=O)CC12,0.2057
CC12CC1C1C(=O)NC12,0.2599
CC12CC1C1C(=N)OC12,0.2758
CC12CC1C1C(=O)OC12,0.2586
CC12CC1C1C(=O)CN12,0.2052
CC12CC1N1C(=O)CC12,0.2318
CC12CN1C1C(=O)CC12,0.1969
CC12CN1C1C(=O)NC12,0.2507
CC12CN1C1C(=N)OC12,0.2503
CC12CN1C1C(=O)OC12,0.2424
CC12NC1C1C(=O)CC12,0.206
CC12NC1C1C(=O)NC12,0.2545
CC12NC1C1C(=N)OC12,0.2655
CC12NC1C1C(=O)OC12,0.2532
CC12OC1C1C(=O)CC12,0.2135
CC12OC1C1C(=O)NC12,0.2638
CC12OC1C1C(=N)OC12,0.2802
CC12OC1C1C(=O)OC12,0.2683
O=C1CC2C1C1CC21O,0.2069
O=C1NC2C1C1CC12O,0.2609
N=C1OC2C1C1CC12O,0.2746
O=C1OC2C1C1CC12O,0.2596
O=C1CC2N1C1CC21O,0.2275
CC12CC1C1C3CC1C32,0.3438
CC12CC1C1C3CN1C32,0.3115
CC12CC1C1C3OC1C32,0.3107
CC12CC1N1C3CC1C32,0.3191
CC12CN1C1C3CC1C32,0.326
CC12CN1C1C3OC1C32,0.3001
CC12NC1C1C3CN1C32,0.2986
CC12NC1C1C3OC1C32,0.3052
CC12OC1C1C3CC1C32,0.3261
CC12OC1C1C3CN1C32,0.2962
CC12OC1C1C3OC1C32,0.3031
OC12CC1C1C3CC1C32,0.3055
OC12CC1C1C3CN1C32,0.3017
OC12CC1C1C3OC1C32,0.3004
OC12CC1N1C3CC1C32,0.2874
CC12CC1C1C=CCC12,0.2626
CC12CC1C1N=COC12,0.266
CC12NC1C1N=COC12,0.2603
CC12OC1C1C=CCC12,0.2631
CC12OC1C1N=COC12,0.2699
OC12CC1C1C=CCC12,0.2626
OC12CC1C1N=COC12,0.2642
CC12CC1C1CC(=O)C12,0.2053
CC12CC1C1CC(=O)N12,0.2323
CC12CC1C1NC(=O)C12,0.2592
CC12CC1C1OC(=N)C12,0.2752
CC12CC1C1OC(=O)C12,0.2583
CC12CC1N1CC(=O)C12,0.2024
CC12CN1C1CC(=O)C12,0.1999
CC12NC1C1CC(=O)C12,0.2059
CC12NC1C1NC(=O)C12,0.2547
CC12NC1C1OC(=N)C12,0.2653
CC12NC1C1OC(=O)C12,0.2535
CC12OC1C1CC(=O)C12,0.213
CC12OC1C1NC(=O)C12,0.263
CC12OC1C1OC(=N)C12,0.2801
CC12OC1C1OC(=O)C12,0.2678
O=C1CC2C3CC3(O)C12,0.2045
O=C1NC2C3CC3(O)C12,0.2585
N=C1OC2C3CC3(O)C12,0.2759
O=C1OC2C3CC3(O)C12,0.2572
O=C1CN2C3CC3(O)C12,0.1974
CC12CC3CC(C3)C1C2,0.3316
